,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,0.0,0.37258561991843514,0.0,1.0,True
1,theta_NF_early,0.0,0.03982085458826606,0.0,1.0,True
2,theta_NF_late,0.0,0.034816665605929956,0.0,1.0,True
3,theta_NF_short,-0.2609293821265731,0.16236210400862267,-1.607083030364744,0.10803615532288147,False
4,theta_NF_long,-0.9855870802170132,0.2042087289390618,-4.826370965323052,1.3904340885328992e-06,False
5,gamma_boiler,1.6717895992437641,0.4068520070035222,4.1090852950598595,3.972293526199877e-05,False
6,gamma_washing_machine,1.3654472033697644,0.6076769800069989,2.2469951113732134,0.02464033953925271,False
7,theta_F_early,-0.5594763869534329,0.15824674402349972,-3.5354685520123588,0.0004070526923825035,False
8,theta_F_late,-0.32892758492969265,0.26716113850874906,-1.231195475381315,0.2182497632660123,False
9,theta_F_short,-2.951433260581531,1.5260993457912824,-1.9339719060368337,0.053116582123233336,False
10,theta_F_long,-2.9187901563969203,0.653387624952778,-4.467164734881333,7.926309322670022e-06,False
