,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,1.0310395167495006,0.4163620576931622,2.4763051716622186,0.013275005555403174,False
1,theta_ac_early,-0.04958750282911662,0.13924190751574236,-0.35612484570071246,0.7217470712052259,False
2,theta_ac_late,-0.09908314100743441,0.18423359471826953,-0.5378125588818511,0.5907064606838195,False
3,theta_ac_short,0.0,0.29431463293833915,0.0,1.0,True
4,theta_ac_long,-0.8985047616355248,0.33950853999668873,-2.6464864820316096,0.008133275582350663,False
5,gamma_ac_2,1.1219569077630793,0.4029018141123461,2.784690632964562,0.005357881570442702,False
6,gamma_boiler,3.73579180491542,0.9914304177948967,3.768082699363241,0.00016450620767805013,False
7,theta_boiler_early,-1.516422723002085,0.5231519059529012,-2.8986279238340518,0.0037479937924622675,False
8,theta_boiler_late,-1.6790120875520413,0.43574218852877933,-3.8532236073375947,0.00011657283984445321,False
9,theta_boiler_short,-2.233852312361158,2.279955935693912,-0.9797787217678301,0.32719535763395813,False
10,theta_boiler_long,-5.340167773281677,2.6844573553726265,-1.989291341355808,0.046669054844646674,False
11,gamma_washing_machine,2.312917887703505,0.7272390006447724,3.180409584267159,0.0014706702480717926,False
12,theta_washing_machine_early,-0.11269484267605503,0.374033130896719,-0.30129641833031423,0.7631884718638502,False
13,theta_washing_machine_late,-1.095244165357838,0.3662981670821084,-2.990034523193044,0.002789459180724485,False
14,theta_washing_machine_short,0.0,1.3735412279975803,0.0,1.0,True
15,theta_washing_machine_long,-3.4255221105515696,0.7313496512850085,-4.683836390067049,2.815547759826842e-06,False
