,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,1.3288013849904887,0.4043258121484862,3.2864619202260936,0.0010145449016492059,False
1,theta_NF_early,-0.16365044023117206,0.12644738003208236,-1.2942177227369243,0.19559022675224047,False
2,theta_NF_late,-0.22368744101251642,0.13320572060406585,-1.6792630226249365,0.09310079418102579,False
3,theta_NF_short,0.0,0.36033861106489407,0.0,1.0,True
4,theta_NF_long,-1.0273679943765845,0.3780999182965532,-2.717186501930937,0.006583949580364568,False
5,gamma_ac_2,1.2079567766475972,0.37761795338144705,3.1988859794157922,0.001379597200663163,False
6,gamma_boiler,0.024002353755353794,0.4868858459254386,0.04929770285215788,0.9606820501523021,False
7,gamma_washing_machine,2.193084790489015,0.7789390518931101,2.8154767502784814,0.0048704920953317465,False
8,theta_F_early,-0.08209969673042061,0.39485987616582274,-0.20792109223055769,0.8352905798396799,False
9,theta_F_late,-1.1915288038387084,0.44044065710115066,-2.7053106579238086,0.006824053838321742,False
10,theta_F_short,-0.1807186646769804,1.1188647925867152,-0.1615196633895102,0.8716841255417624,False
11,theta_F_long,-3.3017735501082988,0.8382607779430912,-3.938838171827781,8.187712993779073e-05,False
