,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,1.5698598507016324,0.5986269616488115,2.622434255847302,0.008730411017619844,False
1,theta_ac_early,0.0,0.339849773985239,0.0,1.0,True
2,theta_ac_late,0.0,0.1645934118671508,0.0,1.0,True
3,theta_ac_short,-0.0583499010731386,0.1307057585843985,-0.44642180807558884,0.6552925827063585,False
4,theta_ac_long,-0.0920217524408786,0.08325511779825885,-1.1052984474043117,0.26903029046362414,False
5,gamma_ac_2,0.0,0.6563649294921549,0.0,1.0,True
6,gamma_boiler,4.526527854983847,1.161048605564548,3.8986549170203513,9.67285082409397e-05,False
7,theta_boiler_early,-2.9150314539556645,1.1602870351340464,-2.5123364871683624,0.01199346705971549,False
8,theta_boiler_late,-1.6180007658002808,0.5102827180770295,-3.1707927948209216,0.001520235397108216,False
9,theta_boiler_short,0.0,3.5465998333735107,0.0,1.0,True
10,theta_boiler_long,-5.571961268241678,1.9493191204523768,-2.8584141045867324,0.004257643607318284,False
11,gamma_dishwasher,3.766477669718367,0.8164555311444617,4.613206140496996,3.965047039811154e-06,False
12,theta_dishwasher_early,0.0,0.2813489046183477,0.0,1.0,True
13,theta_dishwasher_late,0.0,0.25353319384243445,0.0,1.0,True
14,theta_dishwasher_short,-5.581869125174524,3.111618981958076,-1.7938793784006202,0.07283242357142039,False
15,theta_dishwasher_long,-2.41889981331763,1.2611816586417242,-1.917963044215813,0.055115697265148755,False
16,gamma_washing_machine,3.931477084931827,0.901467111873578,4.361198576352699,1.2935190292884258e-05,False
17,theta_washing_machine_early,-5.062202111127707,1.4122304974984763,-3.584543826304933,0.000337667863287594,False
18,theta_washing_machine_late,-1.3239905360116269,0.45229594564739145,-2.9272659831529992,0.003419562949098287,False
19,theta_washing_machine_short,-3.38570383745127,2.387145882359762,-1.4183062134872146,0.15610138342032642,False
20,theta_washing_machine_long,-7.682689706800231,1.8550622966454724,-4.141472618301237,3.45083074377861e-05,False
