,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,0.0,0.8882250891477949,0.0,1.0,True
1,theta_ac_1_early,-0.549993511352127,0.2674690844222402,-2.0562881595836306,0.0397547489078931,False
2,theta_ac_1_late,0.0,0.36749337137439186,0.0,1.0,True
3,theta_ac_1_short,-0.6681356067317517,0.39109810925601163,-1.7083580588071627,0.08756992447690659,False
4,theta_ac_1_long,-1.2014739684678393,0.331734211708347,-3.6217969870534406,0.0002925636803365883,False
5,gamma_boiler,0.0,1.09242702854881,0.0,1.0,True
6,theta_boiler_early,-0.5346887422245187,0.4618032238394443,-1.1578280848260483,0.246934199853184,False
7,theta_boiler_late,-0.45064750467366627,1.0028640271299363,-0.44936052394197407,0.6531716036158763,False
8,theta_boiler_short,-1.706176785344505,2.99227728077022,-0.5701934096513043,0.568546525493731,False
9,theta_boiler_long,-2.877554641740944,0.8796444401421811,-3.2712701978492937,0.001070655632386952,False
10,gamma_dishwasher,2.1027005654310673,0.8107531312704408,2.593515195107739,0.00950003411080469,False
11,theta_dishwasher_early,-0.43108669798120747,0.5840252871740453,-0.7381301930728547,0.46043533771887835,False
12,theta_dishwasher_late,-0.05019203298293583,0.41606630211272466,-0.12063469867198551,0.9039803839701996,False
13,theta_dishwasher_short,0.0,1.310087288409347,0.0,1.0,True
14,theta_dishwasher_long,-3.580964228798346,0.887537142026987,-4.034720418145003,5.466735111858689e-05,False
15,gamma_washing_machine,0.7129181297578601,0.9236436091507683,0.7718541250053612,0.4402008305509968,False
16,theta_washing_machine_early,-0.96116402904453,0.5763417108887061,-1.6676981916898508,0.09537565457852493,False
17,theta_washing_machine_late,0.0,0.26444701534195103,0.0,1.0,True
18,theta_washing_machine_short,0.0,1.8288032200981466,0.0,1.0,True
19,theta_washing_machine_long,-2.5989794520495533,0.6968969546633664,-3.7293597491826906,0.00019196691862877202,False
