,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,0.9695170344385495,0.48198426928417576,2.0115117779226246,0.0442714275336602,False
1,theta_ac_early,0.0,0.2023399463738085,0.0,1.0,True
2,theta_ac_late,0.0,0.16285696414650122,0.0,1.0,True
3,theta_ac_short,0.0,0.2955332763315167,0.0,1.0,True
4,theta_ac_long,-0.012515530060466365,0.07462429752017424,-0.16771387438632657,0.8668083806193057,False
5,gamma_ac_2,1.8941126868627658,0.7221799521454083,2.6227710714425827,0.008721785526566439,False
6,gamma_ac_3,0.0,0.6286771456868364,0.0,1.0,True
7,gamma_boiler,4.996329199526996,0.9839198183679753,5.077984106280522,3.8146059688770606e-07,False
8,theta_boiler_early,0.0,0.2059093714509272,0.0,1.0,True
9,theta_boiler_late,-0.07984352464100172,0.2287285212899833,-0.34907550746492017,0.7270326236106781,False
10,theta_boiler_short,0.0,1.5566528636624022,0.0,1.0,True
11,theta_boiler_long,-2.114321680686177,0.4835223979187069,-4.372748170068538,1.2269222255056889e-05,False
12,gamma_washing_machine,3.438952134923749,0.8637219674170494,3.98154992538617,6.846733560461615e-05,False
13,theta_washing_machine_early,0.0,0.227398227867844,0.0,1.0,True
14,theta_washing_machine_late,-0.17210559958954066,0.22173780758893308,-0.7761671383916509,0.43765030629406243,False
15,theta_washing_machine_short,0.0,0.4706836653456244,0.0,1.0,True
16,theta_washing_machine_long,-0.1256742435962746,0.10074587036191326,-1.247438164411208,0.21223688017054787,False
