,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,0.3025143878788596,0.4230413944440505,0.7150940590019939,0.47455092473573224,False
1,theta_ac_1_early,0.0,0.1896778589845808,0.0,1.0,True
2,theta_ac_1_late,0.0,0.25410395990568047,0.0,1.0,True
3,theta_ac_1_short,0.0,0.38869805844795097,0.0,1.0,True
4,theta_ac_1_long,-0.39050501741999694,0.09948427608863462,-3.9252938531922372,8.662392689817722e-05,False
5,gamma_boiler,3.1057431087395173,0.7060022178573611,4.399055739746974,1.0872290165941934e-05,False
6,theta_boiler_early,0.0,0.28118130281861714,0.0,1.0,True
7,theta_boiler_late,-0.15722474074616016,0.18522125636620423,-0.8488482576498042,0.3959657335755393,False
8,theta_boiler_short,0.0,1.7143914555616808,0.0,1.0,True
9,theta_boiler_long,-3.308971297974001,1.1804331648565543,-2.803183946781185,0.005060080006551448,False
10,gamma_washing_machine,1.5791923314219165,0.5186671192525686,3.044712635143771,0.002329027274821094,False
11,theta_washing_machine_early,-0.6967426599371527,0.2902628469508168,-2.4003852620353143,0.016377824299996346,False
12,theta_washing_machine_late,-0.4152615822392957,0.36786009629043814,-1.1288573738409302,0.25895800498348454,False
13,theta_washing_machine_short,-1.1960816217449404,0.6319844297928106,-1.892580838007454,0.058413634015647586,False
14,theta_washing_machine_long,-0.894692877025289,0.2419929717552702,-3.6971853791278715,0.00021800314898579032,False
