,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,1.083514986157514,0.40247187134641405,2.692150839095324,0.007099282870784096,False
1,theta_NF_early,0.0,0.1788942348620547,0.0,1.0,True
2,theta_NF_late,0.0,0.12672478582332425,0.0,1.0,True
3,theta_NF_short,0.0,0.3908205943196774,0.0,1.0,True
4,theta_NF_long,-0.9071995461721573,0.17997405990153256,-5.040723905814563,4.6377415441334335e-07,False
5,gamma_boiler,1.990754216047938,0.5330111317095095,3.7349205253238438,0.0001877744770732992,False
6,gamma_washing_machine,1.8712256617152085,0.44157770495405946,4.237590894472097,2.2593096417056202e-05,False
7,theta_F_early,-0.7352588233500502,0.26393898186968767,-2.7857151609119386,0.005340978105946803,False
8,theta_F_late,-0.384767391718214,0.33966504978575507,-1.132784759459083,0.2573046531336243,False
9,theta_F_short,-1.5368958932610821,0.6014930533460191,-2.5551349009129067,0.010614665104282217,False
10,theta_F_long,-0.8632366985052577,0.22674807718099138,-3.8070298510898426,0.00014064577435335401,False
