,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,0.7163203314435949,0.34585687762545836,2.0711467019583907,0.0383450886089296,False
1,theta_ac_early,0.0,0.18400769511917525,0.0,1.0,True
2,theta_ac_late,-0.06577561104581654,0.13274994242443636,-0.49548504386928227,0.6202577767411956,False
3,theta_ac_short,-0.1724867819847926,0.12063080689144597,-1.4298733999185722,0.15275335773819076,False
4,theta_ac_long,-0.435039454626708,0.14167767962583014,-3.0706280324158644,0.0021360908173666537,False
5,gamma_ac_2,0.7496051285020433,0.34494022601330093,2.1731450030218813,0.029769405523858428,False
6,gamma_boiler,2.126020879432756,0.5670598646728161,3.7492000613717105,0.00017739952710082996,False
7,theta_boiler_early,-0.36600779021550334,0.32916933473103577,-1.111913388027376,0.26617539180633054,False
8,theta_boiler_late,-0.5694206999826,0.22616811470716303,-2.5176877860076434,0.011812798071622943,False
9,theta_boiler_short,0.0,1.699011934604779,0.0,1.0,True
10,theta_boiler_long,-4.012914963028274,1.0735643430031319,-3.737936146242301,0.00018553705076618243,False
11,gamma_washing_machine,2.2931685297276587,0.49126394181404975,4.667895065247135,3.0430123869606973e-06,False
12,theta_washing_machine_early,0.0,0.4020469772937419,0.0,1.0,True
13,theta_washing_machine_late,-0.4892764130320266,0.16561095405814133,-2.95437228663181,0.003133058011756562,False
14,theta_washing_machine_short,-3.4582814378291125,1.3957906268249392,-2.47765056690186,0.01322505955351816,False
15,theta_washing_machine_long,-5.333737707749037,0.9521704416051355,-5.601662764029525,2.1230530000693193e-08,False
