,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,1.0066176011864734,0.3947016476172802,2.5503253084023942,0.010762244471375526,False
1,theta_ac_1_early,0.0,0.2471914915856266,0.0,1.0,True
2,theta_ac_1_late,-0.31833867644585173,0.17005003088176812,-1.872029512697856,0.061202520603085286,False
3,theta_ac_1_short,0.0,0.3222969663453165,0.0,1.0,True
4,theta_ac_1_long,-0.6638143727134805,0.20662510463438039,-3.2126511146266026,0.0013151594186393556,False
5,gamma_ac_2,0.5161016621126442,0.44513770937286684,1.1594202226536932,0.2462849376432903,False
6,theta_ac_2_early,0.0,0.26088319495843987,0.0,1.0,True
7,theta_ac_2_late,0.0,0.2175904222829167,0.0,1.0,True
8,theta_ac_2_short,-0.24831444625992208,0.16221421833535316,-1.5307810178918462,0.12582352250139528,False
9,theta_ac_2_long,-0.21935495948198902,0.16784231355919868,-1.3069109620240167,0.19124295268667835,False
10,gamma_boiler,1.904792908854763,0.551610857065988,3.4531461526815033,0.0005540887097461589,False
11,theta_boiler_early,-0.22442252060457288,0.3390757533359452,-0.6618654338938307,0.5080574662311297,False
12,theta_boiler_late,-0.5467322055594916,0.22786822234118098,-2.3993350189079203,0.01642487950492666,False
13,theta_boiler_short,0.0,1.7478859900573904,0.0,1.0,True
14,theta_boiler_long,-3.970219142204201,1.0468923412148774,-3.7923853159503658,0.00014920716280197865,False
15,gamma_washing_machine,2.255819655318744,0.5200322525592889,4.337845670565516,1.4388612785465327e-05,False
16,theta_washing_machine_early,0.0,0.42272019739969086,0.0,1.0,True
17,theta_washing_machine_late,-0.5058992154039604,0.17364841584215684,-2.9133534731685278,0.0035756960133115356,False
18,theta_washing_machine_short,-3.226683960697689,1.4110831586834698,-2.2866717250797333,0.02221499126207549,False
19,theta_washing_machine_long,-5.367913712603681,0.992040691398023,-5.4109813832727,6.268028873712694e-08,False
