,Name,Value,Robust std err.,Robust t-stat.,Robust p-value,Active bound
0,gamma_ac_1,0.25350847586503716,0.2705448822572364,0.9370292786540281,0.3487434975133046,False
1,theta_ac_early,0.0,0.11877066992239085,0.0,1.0,True
2,theta_ac_late,0.0,0.13902343850084228,0.0,1.0,True
3,theta_ac_short,0.0,0.05017110265773618,0.0,1.0,True
4,theta_ac_long,0.0,0.05472551355823831,0.0,1.0,True
5,gamma_ac_2,0.43008384692563567,0.2542291219614441,1.6917174696880768,0.0906998558963259,False
6,gamma_boiler,2.879771545614023,0.2958484757096635,9.733940790826116,0.0,False
7,theta_boiler_early,-0.19009839491971134,0.11456252548528818,-1.659341866936438,0.09704692330253728,False
8,theta_boiler_late,-0.45600109417506995,0.09436787106229022,-4.832164687429192,1.3505645937161859e-06,False
9,theta_boiler_short,0.0,0.8426863133198074,0.0,1.0,True
10,theta_boiler_long,-1.5427769168676806,0.3750368733583036,-4.113667285706435,3.8942260082830416e-05,False
11,gamma_washing_machine,1.7223741397085817,0.4929425972853171,3.4940663460489394,0.0004757227786276186,False
12,theta_washing_machine_early,-0.42864872939934706,0.27008902954192054,-1.5870645695100936,0.11249802133842746,False
13,theta_washing_machine_late,-0.2885092371562557,0.214825609554348,-1.3429927547035156,0.17927431991560838,False
14,theta_washing_machine_short,-2.000722170656255,0.6078624448620783,-3.2914061192087813,0.000996878839627957,False
15,theta_washing_machine_long,-1.4330928609197962,0.38071144933947043,-3.764249442474594,0.00016705006959405466,False
